datetime,Latitude,Longitude,Vehicle Speed (Kn),C True Heading
2022-07-01 09:47:02.907632,33.74316683333333,-118.12314916666666,0.38880000000000003,106.0
2022-07-01 09:47:04.028696,33.74317416666667,-118.12314866666667,0.43469161482595914,109.2
2022-07-01 09:47:05.032753,33.74317416666667,-118.12314866666667,0.43469161482595914,109.2
2022-07-01 09:47:06.153818,33.743178666666665,-118.12314966666666,1.0468760385069478,101.6
2022-07-01 09:47:07.156875,33.743178666666665,-118.12314966666666,1.0468760385069478,101.6
2022-07-01 09:47:08.280939,33.74317533333333,-118.12314866666667,0.43469161482595914,104.8
2022-07-01 09:47:09.283997,33.74317533333333,-118.12314866666667,0.43469161482595914,104.8
2022-07-01 09:47:10.405061,33.74317833333333,-118.12315316666667,0.5498462330506595,109.9
2022-07-01 09:47:11.409118,33.74317833333333,-118.12315316666667,0.5498462330506595,109.9
2022-07-01 09:47:12.531182,33.74317716666667,-118.1231635,0.27492311652532975,96.8
2022-07-01 09:47:13.534240,33.74317716666667,-118.1231635,0.27492311652532975,96.8
2022-07-01 09:47:14.655304,33.743171833333335,-118.1231655,0.19440000000000002,105.5
2022-07-01 09:47:15.658361,33.743171833333335,-118.1231655,0.19440000000000002,105.5
2022-07-01 09:47:16.778425,33.743171,-118.12316683333333,0.27492311652532975,108.9
2022-07-01 09:47:17.782483,33.743171,-118.12316683333333,0.27492311652532975,108.9
2022-07-01 09:47:18.904547,33.7431735,-118.123167,0.19440000000000002,102.3
2022-07-01 09:47:19.907604,33.7431735,-118.123167,0.19440000000000002,102.3
2022-07-01 09:47:21.027668,33.74317683333334,-118.12316683333333,0.27492311652532975,91.8
2022-07-01 09:47:22.031726,33.74317683333334,-118.12316683333333,0.27492311652532975,91.8
2022-07-01 09:47:23.152790,33.74318133333333,-118.12315966666667,1.1335370483579263,93.2
2022-07-01 09:47:24.155847,33.74318133333333,-118.12315966666667,1.1335370483579263,93.2
2022-07-01 09:47:25.276911,33.743190166666665,-118.12315183333334,0.8693832296519183,101.8
2022-07-01 09:47:26.278969,33.743190166666665,-118.12315183333334,0.8693832296519183,101.8
2022-07-01 09:47:27.401033,33.7431945,-118.12315133333334,0.0,108.5
2022-07-01 09:47:28.410250,33.7431945,-118.12315133333334,0.0,108.5
2022-07-01 09:47:29.533452,33.74320216666667,-118.1231515,0.19440000000000002,114.4
2022-07-01 09:47:30.547454,33.74320216666667,-118.1231515,0.19440000000000002,114.4
2022-07-01 09:47:31.670656,33.7431965,-118.12315216666667,0.27492311652532975,119.2
2022-07-01 09:47:32.684657,33.7431965,-118.12315216666667,0.27492311652532975,119.2
2022-07-01 09:47:33.807859,33.74319233333333,-118.123152,0.614746777136733,115.8
2022-07-01 09:47:34.821861,33.74319233333333,-118.123152,0.614746777136733,115.8
2022-07-01 09:47:35.945063,33.743186,-118.12315083333333,0.19440000000000002,117.4
2022-07-01 09:47:36.959065,33.743186,-118.12315083333333,0.19440000000000002,117.4
2022-07-01 09:47:38.082267,33.74318433333333,-118.1231445,0.43469161482595914,111.5
2022-07-01 09:47:39.096269,33.74318433333333,-118.1231445,0.43469161482595914,111.5
2022-07-01 09:47:40.219471,33.74318933333333,-118.12313633333333,1.099692466101319,103.6
2022-07-01 09:47:41.233472,33.74318933333333,-118.12313633333333,1.099692466101319,103.6
2022-07-01 09:47:42.356674,33.743194333333335,-118.12312616666667,0.19440000000000002,117.7
2022-07-01 09:47:43.370676,33.743194333333335,-118.12312616666667,0.19440000000000002,117.7
2022-07-01 09:47:44.493878,33.743194833333334,-118.12312516666667,0.5831999999999999,116.3
2022-07-01 09:47:45.507880,33.743194833333334,-118.12312516666667,0.5831999999999999,116.3
2022-07-01 09:47:46.631082,33.74318566666667,-118.1231245,1.760366870853914,115.4
2022-07-01 09:47:47.645084,33.74318566666667,-118.1231245,1.760366870853914,115.4
2022-07-01 09:47:48.768286,33.74317933333333,-118.12311366666667,1.6609543280897283,119.0
2022-07-01 09:47:49.782287,33.74317933333333,-118.12311366666667,1.6609543280897283,119.0
2022-07-01 09:47:50.905489,33.7431725,-118.1231025,1.1663999999999999,122.4
